dg_id,dg_name,dg_atc_codes,dg_atc_levels
DB00276,Amsacrine,['L01XX01'],"[['L01XX', 'L01X', 'L01', 'L']]"
DB00277,Theophylline,"['R03DA54', 'R03DA74', 'R03DA20', 'R03DA04', 'R03DB04']","[['R03DA', 'R03D', 'R03', 'R'], ['R03DA', 'R03D', 'R03', 'R'], ['R03DA', 'R03D', 'R03', 'R'], ['R03DA', 'R03D', 'R03', 'R'], ['R03DB', 'R03D', 'R03', 'R']]"
DB00278,Argatroban,['B01AE03'],"[['B01AE', 'B01A', 'B01', 'B']]"
DB00279,Liothyronine,"['H03AA03', 'H03AA02']","[['H03AA', 'H03A', 'H03', 'H'], ['H03AA', 'H03A', 'H03', 'H']]"
DB00280,Disopyramide,['C01BA03'],"[['C01BA', 'C01B', 'C01', 'C']]"
DB00281,Lidocaine,"['S01HA07', 'D04AB01', 'R02AD02', 'C01BB01', 'S02DA01', 'N01BB52', 'C05AD01', 'N01BB02']","[['S01HA', 'S01H', 'S01', 'S'], ['D04AB', 'D04A', 'D04', 'D'], ['R02AD', 'R02A', 'R02', 'R'], ['C01BB', 'C01B', 'C01', 'C'], ['S02DA', 'S02D', 'S02', 'S'], ['N01BB', 'N01B', 'N01', 'N'], ['C05AD', 'C05A', 'C05', 'C'], ['N01BB', 'N01B', 'N01', 'N']]"
DB00282,Pamidronic acid,['M05BA03'],"[['M05BA', 'M05B', 'M05', 'M']]"
DB00283,Clemastine,"['D04AA14', 'R06AA54', 'R06AA04']","[['D04AA', 'D04A', 'D04', 'D'], ['R06AA', 'R06A', 'R06', 'R'], ['R06AA', 'R06A', 'R06', 'R']]"
DB00284,Acarbose,"['A10BD17', 'A10BF01']","[['A10BD', 'A10B', 'A10', 'A'], ['A10BF', 'A10B', 'A10', 'A']]"
DB00285,Venlafaxine,['N06AX16'],"[['N06AX', 'N06A', 'N06', 'N']]"
DB00286,Conjugated estrogens,"['G03CA57', 'G03CC07']","[['G03CA', 'G03C', 'G03', 'G'], ['G03CC', 'G03C', 'G03', 'G']]"
DB00287,Travoprost,['S01EE04'],"[['S01EE', 'S01E', 'S01', 'S']]"
DB00288,Amcinonide,['D07AC11'],"[['D07AC', 'D07A', 'D07', 'D']]"
DB00289,Atomoxetine,['N06BA09'],"[['N06BA', 'N06B', 'N06', 'N']]"
DB00290,Bleomycin,['L01DC01'],"[['L01DC', 'L01D', 'L01', 'L']]"
DB00291,Chlorambucil,['L01AA02'],"[['L01AA', 'L01A', 'L01', 'L']]"
DB00292,Etomidate,['N01AX07'],"[['N01AX', 'N01A', 'N01', 'N']]"
DB00293,Raltitrexed,['L01BA03'],"[['L01BA', 'L01B', 'L01', 'L']]"
DB00294,Etonogestrel,['G03AC08'],"[['G03AC', 'G03A', 'G03', 'G']]"
DB00295,Morphine,"['A07DA52', 'N02AA51', 'N02AA01', 'N02AG01']","[['A07DA', 'A07D', 'A07', 'A'], ['N02AA', 'N02A', 'N02', 'N'], ['N02AA', 'N02A', 'N02', 'N'], ['N02AG', 'N02A', 'N02', 'N']]"
DB00296,Ropivacaine,['N01BB09'],"[['N01BB', 'N01B', 'N01', 'N']]"
DB00297,Bupivacaine,"['N01BB01', 'N01BB59', 'N01BB51']","[['N01BB', 'N01B', 'N01', 'N'], ['N01BB', 'N01B', 'N01', 'N'], ['N01BB', 'N01B', 'N01', 'N']]"
DB00298,Dapiprazole,['S01EX02'],"[['S01EX', 'S01E', 'S01', 'S']]"
DB00302,Tranexamic acid,['B02AA02'],"[['B02AA', 'B02A', 'B02', 'B']]"
DB00304,Desogestrel,"['G03AC09', 'G03FB10', 'G03AB05', 'G03AA09']","[['G03AC', 'G03A', 'G03', 'G'], ['G03FB', 'G03F', 'G03', 'G'], ['G03AB', 'G03A', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G']]"
DB00305,Mitomycin,['L01DC03'],"[['L01DC', 'L01D', 'L01', 'L']]"
DB00306,Talbutal,['N05CA07'],"[['N05CA', 'N05C', 'N05', 'N']]"
DB00307,Bexarotene,['L01XF03'],"[['L01XF', 'L01X', 'L01', 'L']]"
DB00308,Ibutilide,['C01BD05'],"[['C01BD', 'C01B', 'C01', 'C']]"
DB00309,Vindesine,['L01CA03'],"[['L01CA', 'L01C', 'L01', 'L']]"
DB00310,Chlorthalidone,"['G01AE10', 'C03EA06', 'C03BB04', 'C03BA04']","[['G01AE', 'G01A', 'G01', 'G'], ['C03EA', 'C03E', 'C03', 'C'], ['C03BB', 'C03B', 'C03', 'C'], ['C03BA', 'C03B', 'C03', 'C']]"
DB00312,Pentobarbital,"['N05CB01', 'N05CA01']","[['N05CB', 'N05C', 'N05', 'N'], ['N05CA', 'N05C', 'N05', 'N']]"
DB00313,Valproic acid,['N03AG01'],"[['N03AG', 'N03A', 'N03', 'N']]"
DB00315,Zolmitriptan,['N02CC03'],"[['N02CC', 'N02C', 'N02', 'N']]"
DB00316,Acetaminophen,"['N02BE71', 'N02BE01', 'N02AJ13', 'N02AJ17', 'N02BE51', 'N02AJ06', 'N02AJ01']","[['N02BE', 'N02B', 'N02', 'N'], ['N02BE', 'N02B', 'N02', 'N'], ['N02AJ', 'N02A', 'N02', 'N'], ['N02AJ', 'N02A', 'N02', 'N'], ['N02BE', 'N02B', 'N02', 'N'], ['N02AJ', 'N02A', 'N02', 'N'], ['N02AJ', 'N02A', 'N02', 'N']]"
DB00317,Gefitinib,['L01EB01'],"[['L01EB', 'L01E', 'L01', 'L']]"
DB00318,Codeine,"['N02AA79', 'R05DA04', 'N02AA59', 'N02AJ08', 'N02AJ06', 'N02AJ07']","[['N02AA', 'N02A', 'N02', 'N'], ['R05DA', 'R05D', 'R05', 'R'], ['N02AA', 'N02A', 'N02', 'N'], ['N02AJ', 'N02A', 'N02', 'N'], ['N02AJ', 'N02A', 'N02', 'N'], ['N02AJ', 'N02A', 'N02', 'N']]"
DB00320,Dihydroergotamine,"['N02CA51', 'N02CA01']","[['N02CA', 'N02C', 'N02', 'N'], ['N02CA', 'N02C', 'N02', 'N']]"
DB00321,Amitriptyline,"['N06AA09', 'N06CA01']","[['N06AA', 'N06A', 'N06', 'N'], ['N06CA', 'N06C', 'N06', 'N']]"
DB00322,Floxuridine,['L01BC09'],"[['L01BC', 'L01B', 'L01', 'L']]"
DB00323,Tolcapone,['N04BX01'],"[['N04BX', 'N04B', 'N04', 'N']]"
DB00324,Fluorometholone,"['D07XB04', 'D07AB06', 'S01BA07', 'S01BB03', 'C05AA06', 'D07CB03', 'S01CB05', 'S01CA07', 'D10AA01']","[['D07XB', 'D07X', 'D07', 'D'], ['D07AB', 'D07A', 'D07', 'D'], ['S01BA', 'S01B', 'S01', 'S'], ['S01BB', 'S01B', 'S01', 'S'], ['C05AA', 'C05A', 'C05', 'C'], ['D07CB', 'D07C', 'D07', 'D'], ['S01CB', 'S01C', 'S01', 'S'], ['S01CA', 'S01C', 'S01', 'S'], ['D10AA', 'D10A', 'D10', 'D']]"
DB00325,Nitroprusside,['C02DD01'],"[['C02DD', 'C02D', 'C02', 'C']]"
DB00327,Hydromorphone,"['N02AA53', 'N02AA03', 'N02AG04']","[['N02AA', 'N02A', 'N02', 'N'], ['N02AA', 'N02A', 'N02', 'N'], ['N02AG', 'N02A', 'N02', 'N']]"
DB00328,Indomethacin,"['S01CC02', 'M01AB51', 'S01BC01', 'M02AA23', 'M01AB01', 'C01EB03']","[['S01CC', 'S01C', 'S01', 'S'], ['M01AB', 'M01A', 'M01', 'M'], ['S01BC', 'S01B', 'S01', 'S'], ['M02AA', 'M02A', 'M02', 'M'], ['M01AB', 'M01A', 'M01', 'M'], ['C01EB', 'C01E', 'C01', 'C']]"
DB00331,Metformin,"['A10BD23', 'A10BD02', 'A10BD18', 'A10BD11', 'A10BD25', 'A10BA02', 'A10BD22', 'A10BD14', 'A10BD16', 'A10BD17', 'A10BD05', 'A10BD15', 'A10BD07', 'A10BD10', 'A10BD13', 'A10BD26', 'A10BD20', 'A10BD08', 'A10BD27', 'A10BD03']","[['A10BD', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A'], ['A10BA', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A']]"
DB00332,Ipratropium,"['R03BB01', 'R01AX03', 'R03AL01', 'R03AL02']","[['R03BB', 'R03B', 'R03', 'R'], ['R01AX', 'R01A', 'R01', 'R'], ['R03AL', 'R03A', 'R03', 'R'], ['R03AL', 'R03A', 'R03', 'R']]"
DB00333,Methadone,"['N07BC02', 'N02AC52']","[['N07BC', 'N07B', 'N07', 'N'], ['N02AC', 'N02A', 'N02', 'N']]"
DB00334,Olanzapine,"['N05AH53', 'N05AH03']","[['N05AH', 'N05A', 'N05', 'N'], ['N05AH', 'N05A', 'N05', 'N']]"
DB00335,Atenolol,"['C07CB53', 'C07AB03', 'C07FB03', 'C07DB01', 'C07BB03', 'C07CB03']","[['C07CB', 'C07C', 'C07', 'C'], ['C07AB', 'C07A', 'C07', 'C'], ['C07FB', 'C07F', 'C07', 'C'], ['C07DB', 'C07D', 'C07', 'C'], ['C07BB', 'C07B', 'C07', 'C'], ['C07CB', 'C07C', 'C07', 'C']]"
DB00337,Pimecrolimus,['D11AH02'],"[['D11AH', 'D11A', 'D11', 'D']]"
DB00338,Omeprazole,"['A02BC01', 'A02BD05', 'A02BD16', 'A02BD01']","[['A02BC', 'A02B', 'A02', 'A'], ['A02BD', 'A02B', 'A02', 'A'], ['A02BD', 'A02B', 'A02', 'A'], ['A02BD', 'A02B', 'A02', 'A']]"
DB00340,Metixene,['N04AA03'],"[['N04AA', 'N04A', 'N04', 'N']]"
DB00341,Cetirizine,"['S01GX12', 'R06AE07']","[['S01GX', 'S01G', 'S01', 'S'], ['R06AE', 'R06A', 'R06', 'R']]"
DB00342,Terfenadine,['R06AX12'],"[['R06AX', 'R06A', 'R06', 'R']]"
DB00343,Diltiazem,"['C08DB01', 'C05AE03']","[['C08DB', 'C08D', 'C08', 'C'], ['C05AE', 'C05A', 'C05', 'C']]"
DB00344,Protriptyline,['N06AA11'],"[['N06AA', 'N06A', 'N06', 'N']]"
DB00346,Alfuzosin,"['G04CA01', 'G04CA51']","[['G04CA', 'G04C', 'G04', 'G'], ['G04CA', 'G04C', 'G04', 'G']]"
DB00347,Trimethadione,['N03AC02'],"[['N03AC', 'N03A', 'N03', 'N']]"
DB00348,Nitisinone,['A16AX04'],"[['A16AX', 'A16A', 'A16', 'A']]"
DB00349,Clobazam,['N05BA09'],"[['N05BA', 'N05B', 'N05', 'N']]"
DB00350,Minoxidil,"['D11AX01', 'C02DC01']","[['D11AX', 'D11A', 'D11', 'D'], ['C02DC', 'C02D', 'C02', 'C']]"
DB00351,Megestrol acetate,"['G03FB04', 'G03DB02', 'G03FA08', 'G03AC05', 'L02AB01', 'G03AA04', 'G03AB01']","[['G03FB', 'G03F', 'G03', 'G'], ['G03DB', 'G03D', 'G03', 'G'], ['G03FA', 'G03F', 'G03', 'G'], ['G03AC', 'G03A', 'G03', 'G'], ['L02AB', 'L02A', 'L02', 'L'], ['G03AA', 'G03A', 'G03', 'G'], ['G03AB', 'G03A', 'G03', 'G']]"
DB00352,Tioguanine,['L01BB03'],"[['L01BB', 'L01B', 'L01', 'L']]"
DB00353,Methylergometrine,"['G02AC01', 'G02AB01']","[['G02AC', 'G02A', 'G02', 'G'], ['G02AB', 'G02A', 'G02', 'G']]"
DB00354,Buclizine,"['R06AE51', 'R06AE01']","[['R06AE', 'R06A', 'R06', 'R'], ['R06AE', 'R06A', 'R06', 'R']]"
DB00356,Chlorzoxazone,"['M03BB03', 'M03BB53', 'M03BB73']","[['M03BB', 'M03B', 'M03', 'M'], ['M03BB', 'M03B', 'M03', 'M'], ['M03BB', 'M03B', 'M03', 'M']]"
DB00357,Aminoglutethimide,['L02BG01'],"[['L02BG', 'L02B', 'L02', 'L']]"
DB00358,Mefloquine,"['P01BF02', 'P01BC02']","[['P01BF', 'P01B', 'P01', 'P'], ['P01BC', 'P01B', 'P01', 'P']]"
DB00360,Sapropterin,['A16AX07'],"[['A16AX', 'A16A', 'A16', 'A']]"
DB00361,Vinorelbine,['L01CA04'],"[['L01CA', 'L01C', 'L01', 'L']]"
DB00363,Clozapine,['N05AH02'],"[['N05AH', 'N05A', 'N05', 'N']]"
DB00364,Sucralfate,['A02BX02'],"[['A02BX', 'A02B', 'A02', 'A']]"
DB00366,Doxylamine,"['R06AA09', 'R06AA59']","[['R06AA', 'R06A', 'R06', 'R'], ['R06AA', 'R06A', 'R06', 'R']]"
DB00367,Levonorgestrel,"['G03AB03', 'G03AD01', 'G03AC03', 'G03FB09', 'G03AA07', 'G03FA11']","[['G03AB', 'G03A', 'G03', 'G'], ['G03AD', 'G03A', 'G03', 'G'], ['G03AC', 'G03A', 'G03', 'G'], ['G03FB', 'G03F', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G'], ['G03FA', 'G03F', 'G03', 'G']]"
DB00368,Norepinephrine,['C01CA03'],"[['C01CA', 'C01C', 'C01', 'C']]"
DB00370,Mirtazapine,['N06AX11'],"[['N06AX', 'N06A', 'N06', 'N']]"
DB00371,Meprobamate,"['N05BC51', 'N05CX01', 'N05BC01']","[['N05BC', 'N05B', 'N05', 'N'], ['N05CX', 'N05C', 'N05', 'N'], ['N05BC', 'N05B', 'N05', 'N']]"
DB00372,Thiethylperazine,['R06AD03'],"[['R06AD', 'R06A', 'R06', 'R']]"
DB00373,Timolol,"['C07AA06', 'S01ED51', 'C07BA06', 'C07DA06', 'S01ED01']","[['C07AA', 'C07A', 'C07', 'C'], ['S01ED', 'S01E', 'S01', 'S'], ['C07BA', 'C07B', 'C07', 'C'], ['C07DA', 'C07D', 'C07', 'C'], ['S01ED', 'S01E', 'S01', 'S']]"
DB00374,Treprostinil,['B01AC21'],"[['B01AC', 'B01A', 'B01', 'B']]"
DB00375,Colestipol,['C10AC02'],"[['C10AC', 'C10A', 'C10', 'C']]"
DB00376,Trihexyphenidyl,['N04AA01'],"[['N04AA', 'N04A', 'N04', 'N']]"
DB00377,Palonosetron,"['A04AA55', 'A04AA05']","[['A04AA', 'A04A', 'A04', 'A'], ['A04AA', 'A04A', 'A04', 'A']]"
DB00378,Dydrogesterone,"['G03FA14', 'G03DB01', 'G03FB08']","[['G03FA', 'G03F', 'G03', 'G'], ['G03DB', 'G03D', 'G03', 'G'], ['G03FB', 'G03F', 'G03', 'G']]"
DB00379,Mexiletine,['C01BB02'],"[['C01BB', 'C01B', 'C01', 'C']]"
DB00380,Dexrazoxane,['V03AF02'],"[['V03AF', 'V03A', 'V03', 'V']]"
DB00381,Amlodipine,"['C09BB13', 'C09BB04', 'C10BX18', 'C07FB12', 'C09DB05', 'C09XA53', 'C10BX03', 'C09BX04', 'C09DB07', 'C09DX06', 'C09BX01', 'C10BX11', 'C09DB02', 'C10BX09', 'C09DX01', 'C10BX19', 'C09DB01', 'C09XA54', 'C10BX07', 'C09BB03', 'C07FB07', 'C09DB06', 'C07FB13', 'C09DX08', 'C08CA01', 'C09BX03', 'C09DB04', 'C09DX03', 'C08GA02', 'C08CA51', 'C09DB09', 'C10BX14', 'C09BB07', 'C09DX07']","[['C09BB', 'C09B', 'C09', 'C'], ['C09BB', 'C09B', 'C09', 'C'], ['C10BX', 'C10B', 'C10', 'C'], ['C07FB', 'C07F', 'C07', 'C'], ['C09DB', 'C09D', 'C09', 'C'], ['C09XA', 'C09X', 'C09', 'C'], ['C10BX', 'C10B', 'C10', 'C'], ['C09BX', 'C09B', 'C09', 'C'], ['C09DB', 'C09D', 'C09', 'C'], ['C09DX', 'C09D', 'C09', 'C'], ['C09BX', 'C09B', 'C09', 'C'], ['C10BX', 'C10B', 'C10', 'C'], ['C09DB', 'C09D', 'C09', 'C'], ['C10BX', 'C10B', 'C10', 'C'], ['C09DX', 'C09D', 'C09', 'C'], ['C10BX', 'C10B', 'C10', 'C'], ['C09DB', 'C09D', 'C09', 'C'], ['C09XA', 'C09X', 'C09', 'C'], ['C10BX', 'C10B', 'C10', 'C'], ['C09BB', 'C09B', 'C09', 'C'], ['C07FB', 'C07F', 'C07', 'C'], ['C09DB', 'C09D', 'C09', 'C'], ['C07FB', 'C07F', 'C07', 'C'], ['C09DX', 'C09D', 'C09', 'C'], ['C08CA', 'C08C', 'C08', 'C'], ['C09BX', 'C09B', 'C09', 'C'], ['C09DB', 'C09D', 'C09', 'C'], ['C09DX', 'C09D', 'C09', 'C'], ['C08GA', 'C08G', 'C08', 'C'], ['C08CA', 'C08C', 'C08', 'C'], ['C09DB', 'C09D', 'C09', 'C'], ['C10BX', 'C10B', 'C10', 'C'], ['C09BB', 'C09B', 'C09', 'C'], ['C09DX', 'C09D', 'C09', 'C']]"
DB00382,Tacrine,['N06DA01'],"[['N06DA', 'N06D', 'N06', 'N']]"
DB00383,Oxyphencyclimine,"['A03AA01', 'A03CA03']","[['A03AA', 'A03A', 'A03', 'A'], ['A03CA', 'A03C', 'A03', 'A']]"
DB00384,Triamterene,['C03DB02'],"[['C03DB', 'C03D', 'C03', 'C']]"
DB00385,Valrubicin,['L01DB09'],"[['L01DB', 'L01D', 'L01', 'L']]"
DB00387,Procyclidine,['N04AA04'],"[['N04AA', 'N04A', 'N04', 'N']]"
DB00388,Phenylephrine,"['S01FB01', 'R01AB01', 'C01CA06', 'R01AA04', 'S01FB51', 'R01BA53', 'S01GA05', 'S01GA55', 'R01BA03']","[['S01FB', 'S01F', 'S01', 'S'], ['R01AB', 'R01A', 'R01', 'R'], ['C01CA', 'C01C', 'C01', 'C'], ['R01AA', 'R01A', 'R01', 'R'], ['S01FB', 'S01F', 'S01', 'S'], ['R01BA', 'R01B', 'R01', 'R'], ['S01GA', 'S01G', 'S01', 'S'], ['S01GA', 'S01G', 'S01', 'S'], ['R01BA', 'R01B', 'R01', 'R']]"
DB00389,Carbimazole,['H03BB01'],"[['H03BB', 'H03B', 'H03', 'H']]"
DB00390,Digoxin,['C01AA05'],"[['C01AA', 'C01A', 'C01', 'C']]"
DB00391,Sulpiride,['N05AL01'],"[['N05AL', 'N05A', 'N05', 'N']]"
DB00392,Profenamine,['N04AA05'],"[['N04AA', 'N04A', 'N04', 'N']]"
DB00393,Nimodipine,['C08CA06'],"[['C08CA', 'C08C', 'C08', 'C']]"
DB00394,Beclomethasone dipropionate,"['D07CC04', 'R03AL09', 'R03BA01', 'D07AC15', 'R03AK08', 'R03AK13', 'R01AD01', 'A07EA07']","[['D07CC', 'D07C', 'D07', 'D'], ['R03AL', 'R03A', 'R03', 'R'], ['R03BA', 'R03B', 'R03', 'R'], ['D07AC', 'D07A', 'D07', 'D'], ['R03AK', 'R03A', 'R03', 'R'], ['R03AK', 'R03A', 'R03', 'R'], ['R01AD', 'R01A', 'R01', 'R'], ['A07EA', 'A07E', 'A07', 'A']]"
DB00395,Carisoprodol,"['M03BA02', 'M03BA72', 'M03BA52']","[['M03BA', 'M03B', 'M03', 'M'], ['M03BA', 'M03B', 'M03', 'M'], ['M03BA', 'M03B', 'M03', 'M']]"
DB00396,Progesterone,"['G03FA04', 'G03DA04']","[['G03FA', 'G03F', 'G03', 'G'], ['G03DA', 'G03D', 'G03', 'G']]"
DB00397,Phenylpropanolamine,"['R01BA51', 'R01BA01']","[['R01BA', 'R01B', 'R01', 'R'], ['R01BA', 'R01B', 'R01', 'R']]"
DB00398,Sorafenib,['L01EX02'],"[['L01EX', 'L01E', 'L01', 'L']]"
DB00399,Zoledronic acid,"['M05BB08', 'M05BA08']","[['M05BB', 'M05B', 'M05', 'M'], ['M05BA', 'M05B', 'M05', 'M']]"
DB00400,Griseofulvin,"['D01BA01', 'D01AA08']","[['D01BA', 'D01B', 'D01', 'D'], ['D01AA', 'D01A', 'D01', 'D']]"
DB00401,Nisoldipine,['C08CA07'],"[['C08CA', 'C08C', 'C08', 'C']]"
DB00402,Eszopiclone,['N05CF04'],"[['N05CF', 'N05C', 'N05', 'N']]"
DB00403,Ceruletide,['V04CC04'],"[['V04CC', 'V04C', 'V04', 'V']]"
DB00404,Alprazolam,['N05BA12'],"[['N05BA', 'N05B', 'N05', 'N']]"
DB00405,Dexbrompheniramine,"['R06AB06', 'R06AB56']","[['R06AB', 'R06A', 'R06', 'R'], ['R06AB', 'R06A', 'R06', 'R']]"
DB00406,Gentian violet cation,"['G01AX09', 'D01AE02']","[['G01AX', 'G01A', 'G01', 'G'], ['D01AE', 'D01A', 'D01', 'D']]"
DB00408,Loxapine,['N05AH01'],"[['N05AH', 'N05A', 'N05', 'N']]"
DB00409,Remoxipride,['N05AL04'],"[['N05AL', 'N05A', 'N05', 'N']]"
DB00411,Carbamoylcholine,"['N07AB01', 'S01EB02']","[['N07AB', 'N07A', 'N07', 'N'], ['S01EB', 'S01E', 'S01', 'S']]"
DB00412,Rosiglitazone,"['A10BD04', 'A10BG02', 'A10BD03']","[['A10BD', 'A10B', 'A10', 'A'], ['A10BG', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A']]"
DB00413,Pramipexole,['N04BC05'],"[['N04BC', 'N04B', 'N04', 'N']]"
DB00414,Acetohexamide,"['G01AE10', 'A10BB31']","[['G01AE', 'G01A', 'G01', 'G'], ['A10BB', 'A10B', 'A10', 'A']]"
DB00415,Ampicillin,"['J01CR50', 'J01CA51', 'J01CA01', 'S01AA19']","[['J01CR', 'J01C', 'J01', 'J'], ['J01CA', 'J01C', 'J01', 'J'], ['J01CA', 'J01C', 'J01', 'J'], ['S01AA', 'S01A', 'S01', 'S']]"
DB00417,Phenoxymethylpenicillin,"['J01CR50', 'J01CE10', 'J01CE02']","[['J01CR', 'J01C', 'J01', 'J'], ['J01CE', 'J01C', 'J01', 'J'], ['J01CE', 'J01C', 'J01', 'J']]"
DB00418,Secobarbital,"['N05CB01', 'N05CA06']","[['N05CB', 'N05C', 'N05', 'N'], ['N05CA', 'N05C', 'N05', 'N']]"
DB00419,Miglustat,['A16AX06'],"[['A16AX', 'A16A', 'A16', 'A']]"
DB00420,Promazine,['N05AA03'],"[['N05AA', 'N05A', 'N05', 'N']]"
DB00421,Spironolactone,['C03DA01'],"[['C03DA', 'C03D', 'C03', 'C']]"
DB00422,Methylphenidate,['N06BA04'],"[['N06BA', 'N06B', 'N06', 'N']]"
DB00423,Methocarbamol,"['M03BA73', 'M03BA03', 'M03BA53']","[['M03BA', 'M03B', 'M03', 'M'], ['M03BA', 'M03B', 'M03', 'M'], ['M03BA', 'M03B', 'M03', 'M']]"
DB00424,Hyoscyamine,"['A03BA03', 'A03CB31']","[['A03BA', 'A03B', 'A03', 'A'], ['A03CB', 'A03C', 'A03', 'A']]"
DB00425,Zolpidem,['N05CF02'],"[['N05CF', 'N05C', 'N05', 'N']]"
DB00427,Triprolidine,['R06AX07'],"[['R06AX', 'R06A', 'R06', 'R']]"
DB00428,Streptozocin,['L01AD04'],"[['L01AD', 'L01A', 'L01', 'L']]"
DB00429,Carboprost tromethamine,['G02AD04'],"[['G02AD', 'G02A', 'G02', 'G']]"
DB00431,Lindane,['P03AB02'],"[['P03AB', 'P03A', 'P03', 'P']]"
DB00432,Trifluridine,"['L01BC59', 'S01AD02']","[['L01BC', 'L01B', 'L01', 'L'], ['S01AD', 'S01A', 'S01', 'S']]"
DB00433,Prochlorperazine,['N05AB04'],"[['N05AB', 'N05A', 'N05', 'N']]"
DB00434,Cyproheptadine,['R06AX02'],"[['R06AX', 'R06A', 'R06', 'R']]"
DB00435,Nitric Oxide,['R07AX01'],"[['R07AX', 'R07A', 'R07', 'R']]"
DB00436,Bendroflumethiazide,"['C03AB01', 'C03EA13', 'G01AE10', 'C03AA01']","[['C03AB', 'C03A', 'C03', 'C'], ['C03EA', 'C03E', 'C03', 'C'], ['G01AE', 'G01A', 'G01', 'G'], ['C03AA', 'C03A', 'C03', 'C']]"
DB00437,Allopurinol,"['M04AA01', 'M04AA51']","[['M04AA', 'M04A', 'M04', 'M'], ['M04AA', 'M04A', 'M04', 'M']]"
DB00439,Cerivastatin,['C10AA06'],"[['C10AA', 'C10A', 'C10', 'C']]"
DB00441,Gemcitabine,['L01BC05'],"[['L01BC', 'L01B', 'L01', 'L']]"
DB00442,Entecavir,['J05AF10'],"[['J05AF', 'J05A', 'J05', 'J']]"
DB00443,Betamethasone,"['R01AD06', 'D07BC01', 'S01BA06', 'S01BB04', 'S01CB04', 'H02AB01', 'C05AA05', 'S03CA06', 'D07XC01', 'D07AC01', 'A07EA04', 'S02BA07', 'R03BA04', 'S03BA03', 'S01CA05', 'D07CC01']","[['R01AD', 'R01A', 'R01', 'R'], ['D07BC', 'D07B', 'D07', 'D'], ['S01BA', 'S01B', 'S01', 'S'], ['S01BB', 'S01B', 'S01', 'S'], ['S01CB', 'S01C', 'S01', 'S'], ['H02AB', 'H02A', 'H02', 'H'], ['C05AA', 'C05A', 'C05', 'C'], ['S03CA', 'S03C', 'S03', 'S'], ['D07XC', 'D07X', 'D07', 'D'], ['D07AC', 'D07A', 'D07', 'D'], ['A07EA', 'A07E', 'A07', 'A'], ['S02BA', 'S02B', 'S02', 'S'], ['R03BA', 'R03B', 'R03', 'R'], ['S03BA', 'S03B', 'S03', 'S'], ['S01CA', 'S01C', 'S01', 'S'], ['D07CC', 'D07C', 'D07', 'D']]"
DB00444,Teniposide,['L01CB02'],"[['L01CB', 'L01C', 'L01', 'L']]"
DB00445,Epirubicin,['L01DB03'],"[['L01DB', 'L01D', 'L01', 'L']]"
DB00446,Chloramphenicol,"['D06AX02', 'S02AA01', 'D10AF03', 'S01AA01', 'G01AA05', 'J01BA01', 'S03AA08']","[['D06AX', 'D06A', 'D06', 'D'], ['S02AA', 'S02A', 'S02', 'S'], ['D10AF', 'D10A', 'D10', 'D'], ['S01AA', 'S01A', 'S01', 'S'], ['G01AA', 'G01A', 'G01', 'G'], ['J01BA', 'J01B', 'J01', 'J'], ['S03AA', 'S03A', 'S03', 'S']]"
DB00448,Lansoprazole,"['A02BC03', 'A02BD02', 'A02BD07', 'A02BD09', 'A02BD10', 'A02BD03', 'A02BC53']","[['A02BC', 'A02B', 'A02', 'A'], ['A02BD', 'A02B', 'A02', 'A'], ['A02BD', 'A02B', 'A02', 'A'], ['A02BD', 'A02B', 'A02', 'A'], ['A02BD', 'A02B', 'A02', 'A'], ['A02BD', 'A02B', 'A02', 'A'], ['A02BC', 'A02B', 'A02', 'A']]"
DB00449,Dipivefrin,['S01EA02'],"[['S01EA', 'S01E', 'S01', 'S']]"
DB00450,Droperidol,['N05AD08'],"[['N05AD', 'N05A', 'N05', 'N']]"
DB00451,Levothyroxine,"['H03AA01', 'H03AA51']","[['H03AA', 'H03A', 'H03', 'H'], ['H03AA', 'H03A', 'H03', 'H']]"
DB00452,Framycetin,"['D09AA01', 'R01AX08', 'S01AA07']","[['D09AA', 'D09A', 'D09', 'D'], ['R01AX', 'R01A', 'R01', 'R'], ['S01AA', 'S01A', 'S01', 'S']]"
