dg_id,dg_name,dg_atc_codes,dg_atc_levels,kegg_cid
DB01209,Dezocine,['N02AX03'],"[['N02AX', 'N02A', 'N02', 'N']]",C08010
DB01210,Levobunolol,['S01ED03'],"[['S01ED', 'S01E', 'S01', 'S']]",C07914
DB01211,Clarithromycin,"['A02BD12', 'A02BD14', 'A02BD07', 'A02BD04', 'A02BD09', 'A02BD05', 'J01FA09', 'A02BD06', 'A02BD11']","[['A02BD', 'A02B', 'A02', 'A'], ['A02BD', 'A02B', 'A02', 'A'], ['A02BD', 'A02B', 'A02', 'A'], ['A02BD', 'A02B', 'A02', 'A'], ['A02BD', 'A02B', 'A02', 'A'], ['A02BD', 'A02B', 'A02', 'A'], ['J01FA', 'J01F', 'J01', 'J'], ['A02BD', 'A02B', 'A02', 'A'], ['A02BD', 'A02B', 'A02', 'A']]",C06912
DB01212,Ceftriaxone,"['J01DD04', 'J01DD54']","[['J01DD', 'J01D', 'J01', 'J'], ['J01DD', 'J01D', 'J01', 'J']]",C06683
DB01213,Fomepizole,['V03AB34'],"[['V03AB', 'V03A', 'V03', 'V']]",C07837
DB01214,Metipranolol,"['S01ED54', 'C07BA68', 'S01ED04']","[['S01ED', 'S01E', 'S01', 'S'], ['C07BA', 'C07B', 'C07', 'C'], ['S01ED', 'S01E', 'S01', 'S']]",C07915
DB01215,Estazolam,['N05CD04'],"[['N05CD', 'N05C', 'N05', 'N']]",C06981
DB01217,Anastrozole,['L02BG03'],"[['L02BG', 'L02B', 'L02', 'L']]",C08159
DB01218,Halofantrine,['P01BX01'],"[['P01BX', 'P01B', 'P01', 'P']]",C07634
DB01219,Dantrolene,['M03CA01'],"[['M03CA', 'M03C', 'M03', 'M']]",C06939
DB01221,Ketamine,['N01AX03'],"[['N01AX', 'N01A', 'N01', 'N']]",C07525
DB01224,Quetiapine,['N05AH04'],"[['N05AH', 'N05A', 'N05', 'N']]",C07397
DB01226,Mivacurium,['M03AC10'],"[['M03AC', 'M03A', 'M03', 'M']]",C07550
DB01227,Levacetylmethadol,['N07BC03'],"[['N07BC', 'N07B', 'N07', 'N']]",C08012
DB01228,Encainide,['C01BC08'],"[['C01BC', 'C01B', 'C01', 'C']]",C06978
DB01229,Paclitaxel,"['L01CD01', 'L01CD51']","[['L01CD', 'L01C', 'L01', 'L'], ['L01CD', 'L01C', 'L01', 'L']]",C07394
DB01233,Metoclopramide,['A03FA01'],"[['A03FA', 'A03F', 'A03', 'A']]",C07868
DB01234,Dexamethasone,"['R01AD53', 'D07XB05', 'R01AD03', 'D10AA03', 'S01CB01', 'S02CA06', 'S03CA01', 'C05AA09', 'S01CA01', 'D07CB04', 'H02AB02', 'S01BA01', 'A01AC02', 'S03BA01', 'D07AB19', 'S02BA06']","[['R01AD', 'R01A', 'R01', 'R'], ['D07XB', 'D07X', 'D07', 'D'], ['R01AD', 'R01A', 'R01', 'R'], ['D10AA', 'D10A', 'D10', 'D'], ['S01CB', 'S01C', 'S01', 'S'], ['S02CA', 'S02C', 'S02', 'S'], ['S03CA', 'S03C', 'S03', 'S'], ['C05AA', 'C05A', 'C05', 'C'], ['S01CA', 'S01C', 'S01', 'S'], ['D07CB', 'D07C', 'D07', 'D'], ['H02AB', 'H02A', 'H02', 'H'], ['S01BA', 'S01B', 'S01', 'S'], ['A01AC', 'A01A', 'A01', 'A'], ['S03BA', 'S03B', 'S03', 'S'], ['D07AB', 'D07A', 'D07', 'D'], ['S02BA', 'S02B', 'S02', 'S']]",C15643
DB01235,Levodopa,"['N04BA03', 'N04BA01', 'N04BA02']","[['N04BA', 'N04B', 'N04', 'N'], ['N04BA', 'N04B', 'N04', 'N'], ['N04BA', 'N04B', 'N04', 'N']]",C00355
DB01236,Sevoflurane,['N01AB08'],"[['N01AB', 'N01A', 'N01', 'N']]",C07520
DB01238,Aripiprazole,['N05AX12'],"[['N05AX', 'N05A', 'N05', 'N']]",C12564
DB01239,Chlorprothixene,['N05AF03'],"[['N05AF', 'N05A', 'N05', 'N']]",C07953
DB01240,Epoprostenol,['B01AC09'],"[['B01AC', 'B01A', 'B01', 'B']]",C01312
DB01241,Gemfibrozil,['C10AB04'],"[['C10AB', 'C10A', 'C10', 'C']]",C07020
DB01242,Clomipramine,['N06AA04'],"[['N06AA', 'N06A', 'N06', 'N']]",C06918
DB01244,Bepridil,['C08EA02'],"[['C08EA', 'C08E', 'C08', 'C']]",C06847
DB01246,Alimemazine,['R06AD01'],"[['R06AD', 'R06A', 'R06', 'R']]",C07172
DB01248,Docetaxel,['L01CD02'],"[['L01CD', 'L01C', 'L01', 'L']]",C11231
DB01250,Olsalazine,['A07EC03'],"[['A07EC', 'A07E', 'A07', 'A']]",C07323
DB01253,Ergometrine,['G02AB03'],"[['G02AB', 'G02A', 'G02', 'G']]",C07543
DB01275,Hydralazine,"['C02DB02', 'C02LG02']","[['C02DB', 'C02D', 'C02', 'C'], ['C02LG', 'C02L', 'C02', 'C']]",C07040
DB01291,Pirbuterol,"['R03CC07', 'R03AC08']","[['R03CC', 'R03C', 'R03', 'R'], ['R03AC', 'R03A', 'R03', 'R']]",C07807
DB01296,Glucosamine,['M01AX05'],"[['M01AX', 'M01A', 'M01', 'M']]",C00329
DB01297,Practolol,['C07AB01'],"[['C07AB', 'C07A', 'C07', 'C']]",C11696
DB01320,Fosphenytoin,['N03AB05'],"[['N03AB', 'N03A', 'N03', 'N']]",C07840
DB01324,Polythiazide,"['C03AA05', 'G01AE10', 'C03AB05']","[['C03AA', 'C03A', 'C03', 'C'], ['G01AE', 'G01A', 'G01', 'G'], ['C03AB', 'C03A', 'C03', 'C']]",C07766
DB01325,Quinethazone,"['G01AE10', 'C03BA02', 'C03BB02']","[['G01AE', 'G01A', 'G01', 'G'], ['C03BA', 'C03B', 'C03', 'C'], ['C03BB', 'C03B', 'C03', 'C']]",C07342
DB01327,Cefazolin,['J01DB04'],"[['J01DB', 'J01D', 'J01', 'J']]",C06880
DB01337,Pancuronium,['M03AC01'],"[['M03AC', 'M03A', 'M03', 'M']]",C07551
DB01338,Pipecuronium,['M03AC06'],"[['M03AC', 'M03A', 'M03', 'M']]",C07554
DB01339,Vecuronium,['M03AC03'],"[['M03AC', 'M03A', 'M03', 'M']]",C07553
DB01351,Amobarbital,"['N05CA02', 'N05CB01']","[['N05CA', 'N05C', 'N05', 'N'], ['N05CB', 'N05C', 'N05', 'N']]",C07536
DB01352,Aprobarbital,['N05CA05'],"[['N05CA', 'N05C', 'N05', 'N']]",C07826
DB01354,Heptabarbital,['N05CA11'],"[['N05CA', 'N05C', 'N05', 'N']]",C17725
DB01355,Hexobarbital,"['N01AF02', 'N05CA16']","[['N01AF', 'N01A', 'N01', 'N'], ['N05CA', 'N05C', 'N05', 'N']]",C11723
DB01359,Penbutolol,"['C07CA23', 'C07AA23']","[['C07CA', 'C07C', 'C07', 'C'], ['C07AA', 'C07A', 'C07', 'C']]",C07416
DB01364,Ephedrine,"['S01FB02', 'R01AB05', 'C01CA26', 'R03CA02', 'A08AA56', 'R01AA03']","[['S01FB', 'S01F', 'S01', 'S'], ['R01AB', 'R01A', 'R01', 'R'], ['C01CA', 'C01C', 'C01', 'C'], ['R03CA', 'R03C', 'R03', 'R'], ['A08AA', 'A08A', 'A08', 'A'], ['R01AA', 'R01A', 'R01', 'R']]",C01575
DB01365,Mephentermine,['C01CA11'],"[['C01CA', 'C01C', 'C01', 'C']]",C07889
DB01373,Calcium,"['M05BB01', 'A11AA02', 'M05BB08', 'A11GB01', 'M05BB02', 'M05BB04', 'M05BB05']","[['M05BB', 'M05B', 'M05', 'M'], ['A11AA', 'A11A', 'A11', 'A'], ['M05BB', 'M05B', 'M05', 'M'], ['A11GB', 'A11G', 'A11', 'A'], ['M05BB', 'M05B', 'M05', 'M'], ['M05BB', 'M05B', 'M05', 'M'], ['M05BB', 'M05B', 'M05', 'M']]",C00076
DB01384,Paramethasone,['H02AB05'],"[['H02AB', 'H02A', 'H02', 'H']]",C07413
DB01388,Mibefradil,['C08CX01'],"[['C08CX', 'C08C', 'C08', 'C']]",C07222
DB01392,Yohimbine,['G04BE04'],"[['G04BE', 'G04B', 'G04', 'G']]",C09256
DB01394,Colchicine,['M04AC01'],"[['M04AC', 'M04A', 'M04', 'M']]",C07592
DB01396,Digitoxin,['C01AA04'],"[['C01AA', 'C01A', 'C01', 'C']]",C06955
DB01400,Neostigmine,"['N07AA01', 'S01EB06', 'N07AA51']","[['N07AA', 'N07A', 'N07', 'N'], ['S01EB', 'S01E', 'S01', 'S'], ['N07AA', 'N07A', 'N07', 'N']]",C07258
DB01403,Methotrimeprazine,['N05AA02'],"[['N05AA', 'N05A', 'N05', 'N']]",C07192
DB01412,Theobromine,"['C03BD01', 'R03DA07', 'R03DA57']","[['C03BD', 'C03B', 'C03', 'C'], ['R03DA', 'R03D', 'R03', 'R'], ['R03DA', 'R03D', 'R03', 'R']]",C07480
DB01421,Paromomycin,['A07AA06'],"[['A07AA', 'A07A', 'A07', 'A']]",C00832
DB01426,Ajmaline,['C01BA05'],"[['C01BA', 'C01B', 'C01', 'C']]",C06542
DB01431,Allylestrenol,['G03DC01'],"[['G03DC', 'G03D', 'G03', 'G']]",C12811
DB01435,Antipyrine,"['N02BB51', 'N02BB71', 'N02BB01', 'S02DA03']","[['N02BB', 'N02B', 'N02', 'N'], ['N02BB', 'N02B', 'N02', 'N'], ['N02BB', 'N02B', 'N02', 'N'], ['S02DA', 'S02D', 'S02', 'S']]",C13244
DB01437,Glutethimide,['N05CE01'],"[['N05CE', 'N05C', 'N05', 'N']]",C07489
DB01438,Phenazopyridine,['G04BX06'],"[['G04BX', 'G04B', 'G04', 'G']]",C07429
DB01452,Diamorphine,['N07BC06'],"[['N07BC', 'N07B', 'N07', 'N']]",C06534
DB01466,Ethylmorphine,"['S01XA06', 'R05DA01']","[['S01XA', 'S01X', 'S01', 'S'], ['R05DA', 'R05D', 'R05', 'R']]",C07537
DB01483,Barbital,['N05CA04'],"[['N05CA', 'N05C', 'N05', 'N']]",C02517
DB01576,Dextroamphetamine,['N06BA02'],"[['N06BA', 'N06B', 'N06', 'N']]",C07884
DB01577,Metamfetamine,['N06BA03'],"[['N06BA', 'N06B', 'N06', 'N']]",C07164
DB01586,Ursodeoxycholic acid,['A05AA02'],"[['A05AA', 'A05A', 'A05', 'A']]",C07880
DB01588,Prazepam,['N05BA11'],"[['N05BA', 'N05B', 'N05', 'N']]",C07366
DB01589,Quazepam,['N05CD10'],"[['N05CD', 'N05C', 'N05', 'N']]",C07336
DB01592,Iron,"['B03AE02', 'A11AA01', 'B03AE01', 'B03AE04', 'B03AE03']","[['B03AE', 'B03A', 'B03', 'B'], ['A11AA', 'A11A', 'A11', 'A'], ['B03AE', 'B03A', 'B03', 'B'], ['B03AE', 'B03A', 'B03', 'B'], ['B03AE', 'B03A', 'B03', 'B']]",C00023
DB01593,Zinc,['C05AX04'],"[['C05AX', 'C05A', 'C05', 'C']]",C00038
DB01595,Nitrazepam,['N05CD02'],"[['N05CD', 'N05C', 'N05', 'N']]",C07487
DB01597,Cilastatin,"['J01DH51', 'J01DH56']","[['J01DH', 'J01D', 'J01', 'J'], ['J01DH', 'J01D', 'J01', 'J']]",C01675
DB01599,Probucol,['C10AX02'],"[['C10AX', 'C10A', 'C10', 'C']]",C07373
DB01611,Hydroxychloroquine,['P01BA02'],"[['P01BA', 'P01B', 'P01', 'P']]",C07043
DB01612,Amyl Nitrite,['V03AB22'],"[['V03AB', 'V03A', 'V03', 'V']]",C07457
DB01618,Molindone,['N05AE02'],"[['N05AE', 'N05A', 'N05', 'N']]",C07230
DB01619,Phenindamine,['R06AX04'],"[['R06AX', 'R06A', 'R06', 'R']]",C07790
DB01625,Isopropamide,"['A03CA01', 'A03AB09']","[['A03CA', 'A03C', 'A03', 'A'], ['A03AB', 'A03A', 'A03', 'A']]",C07055
DB01626,Pargyline,"['C02LL01', 'C02KC01']","[['C02LL', 'C02L', 'C02', 'C'], ['C02KC', 'C02K', 'C02', 'C']]",C07414
DB01628,Etoricoxib,['M01AH05'],"[['M01AH', 'M01A', 'M01', 'M']]",C11718
DB01677,Fumaric acid,['D05AX01'],"[['D05AX', 'D05A', 'D05', 'D']]",C00122
DB01698,Rutin,"['C05CA51', 'C05CA01']","[['C05CA', 'C05C', 'C05', 'C'], ['C05CA', 'C05C', 'C05', 'C']]",C05625
DB01708,Prasterone,"['G03EA03', 'G03XX01', 'A14AA07']","[['G03EA', 'G03E', 'G03', 'G'], ['G03XX', 'G03X', 'G03', 'G'], ['A14AA', 'A14A', 'A14', 'A']]",C01227
DB01744,Camphor,['C01EB02'],"[['C01EB', 'C01E', 'C01', 'C']]",C00808
DB02266,Flufenamic acid,['M01AG03'],"[['M01AG', 'M01A', 'M01', 'M']]",C13038
DB02383,Tolrestat,['A10XA01'],"[['A10XA', 'A10X', 'A10', 'A']]",C01621
DB02640,Fumagillin,['P01AX10'],"[['P01AX', 'P01A', 'P01', 'P']]",C09668
DB02659,Cholic Acid,['A05AA03'],"[['A05AA', 'A05A', 'A05', 'A']]",C00695
DB02701,Nicotinamide,['A11HA01'],"[['A11HA', 'A11H', 'A11', 'A']]",C00153
DB02901,Stanolone,"['A14AA01', 'G03BB02']","[['A14AA', 'A14A', 'A14', 'A'], ['G03BB', 'G03B', 'G03', 'G']]",C03917
DB03088,Pidolic acid,['A12CC08'],"[['A12CC', 'A12C', 'A12', 'A']]",C01879
DB03128,Acetylcholine,['S01EB09'],"[['S01EB', 'S01E', 'S01', 'S']]",C01996
DB03175,Propyl alcohol,"['D08AX03', 'D08AX53']","[['D08AX', 'D08A', 'D08', 'D'], ['D08AX', 'D08A', 'D08', 'D']]",C05979
DB03255,Phenol,"['C05BB05', 'R02AA19', 'N01BX03', 'D08AE03']","[['C05BB', 'C05B', 'C05', 'C'], ['R02AA', 'R02A', 'R02', 'R'], ['N01BX', 'N01B', 'N01', 'N'], ['D08AE', 'D08A', 'D08', 'D']]",C15584
DB03585,Oxyphenbutazone,"['M01AA03', 'M02AA04', 'S01BC02']","[['M01AA', 'M01A', 'M01', 'M'], ['M02AA', 'M02A', 'M02', 'M'], ['S01BC', 'S01B', 'S01', 'S']]",C19494
DB03614,Mecobalamin,['B03BA05'],"[['B03BA', 'B03B', 'B03', 'B']]",C06453
DB03615,Ribostamycin,['J01GB10'],"[['J01GB', 'J01G', 'J01', 'J']]",C01759
DB03619,Deoxycholic acid,['D11AX24'],"[['D11AX', 'D11A', 'D11', 'D']]",C04483
DB03754,Tromethamine,"['B05XX02', 'B05BB03']","[['B05XX', 'B05X', 'B05', 'B'], ['B05BB', 'B05B', 'B05', 'B']]",C07182
DB03766,Propanoic acid,['S01AX10'],"[['S01AX', 'S01A', 'S01', 'S']]",C00163
DB03783,Phenacetin,"['N02BE73', 'N02BE03', 'N02BE53']","[['N02BE', 'N02B', 'N02', 'N'], ['N02BE', 'N02B', 'N02', 'N'], ['N02BE', 'N02B', 'N02', 'N']]",C07591
DB03793,Benzoic acid,"['A16AX30', 'A16AX11', 'V04CG30']","[['A16AX', 'A16A', 'A16', 'A'], ['A16AX', 'A16A', 'A16', 'A'], ['V04CG', 'V04C', 'V04', 'V']]",C00539
DB03904,Urea,"['D02AE01', 'B05BC02', 'D02AE51']","[['D02AE', 'D02A', 'D02', 'D'], ['B05BC', 'B05B', 'B05', 'B'], ['D02AE', 'D02A', 'D02', 'D']]",C00086
DB04272,Citric acid,['A09AB04'],"[['A09AB', 'A09A', 'A09', 'A']]",C00158
DB04335,Inosine,"['G01AX02', 'S01XA10', 'D06BB05']","[['G01AX', 'G01A', 'G01', 'G'], ['S01XA', 'S01X', 'S01', 'S'], ['D06BB', 'D06B', 'D06', 'D']]",C00294
DB04339,Carbocisteine,['R05CB03'],"[['R05CB', 'R05C', 'R05', 'R']]",C03727
DB04377,Meglutol,['C10AX05'],"[['C10AX', 'C10A', 'C10', 'C']]",C03761
DB04552,Niflumic acid,"['M02AA17', 'M01AX02']","[['M02AA', 'M02A', 'M02', 'M'], ['M01AX', 'M01A', 'M01', 'M']]",C13698
DB04571,Trioxsalen,"['D05BA01', 'D05AD01']","[['D05BA', 'D05B', 'D05', 'D'], ['D05AD', 'D05A', 'D05', 'D']]",C09314
DB04572,Thiotepa,['L01AC01'],"[['L01AC', 'L01A', 'L01', 'L']]",C07641
DB04573,Estriol,"['G03CC06', 'G03CA04']","[['G03CC', 'G03C', 'G03', 'G'], ['G03CA', 'G03C', 'G03', 'G']]",C05141
DB04576,Fleroxacin,['J01MA08'],"[['J01MA', 'J01M', 'J01', 'J']]",C13179
DB04599,Aniracetam,['N06BX11'],"[['N06BX', 'N06B', 'N06', 'N']]",C13355
DB04630,Aldosterone,['H02AA01'],"[['H02AA', 'H02A', 'H02', 'H']]",C01780
DB04660,Choline alfoscerate,['N07AX02'],"[['N07AX', 'N07A', 'N07', 'N']]",C00670
DB04786,Suramin,['P01CX02'],"[['P01CX', 'P01C', 'P01', 'P']]",C07974
DB04824,Phenolphthalein,['A06AB04'],"[['A06AB', 'A06A', 'A06', 'A']]",C14286
DB04840,Debrisoquine,['C02CC04'],"[['C02CC', 'C02C', 'C02', 'C']]",C13650
DB04843,Mepenzolate,['A03AB12'],"[['A03AB', 'A03A', 'A03', 'A']]",C07818
DB04844,Tetrabenazine,['N07XX06'],"[['N07XX', 'N07X', 'N07', 'N']]",C11168
DB04930,Permethrin,"['P03AC54', 'P03AC04']","[['P03AC', 'P03A', 'P03', 'P'], ['P03AC', 'P03A', 'P03', 'P']]",C14388
DB04953,Ezogabine,['N03AX21'],"[['N03AX', 'N03A', 'N03', 'N']]",C13826
DB04977,Plitidepsin,['L01XX57'],"[['L01XX', 'L01X', 'L01', 'L']]",C16862
DB05381,Histamine,"['L03AX14', 'V04CG03']","[['L03AX', 'L03A', 'L03', 'L'], ['V04CG', 'V04C', 'V04', 'V']]",C00388
DB05382,Iodine,['D08AG03'],"[['D08AG', 'D08A', 'D08', 'D']]",C01382
DB05990,Obeticholic acid,['A05AA04'],"[['A05AA', 'A05A', 'A05', 'A']]",C15636
DB06144,Sertindole,['N05AE03'],"[['N05AE', 'N05A', 'N05', 'N']]",C07567
DB06151,Acetylcysteine,"['R05CB01', 'S01XA08', 'V03AB23']","[['R05CB', 'R05C', 'R05', 'R'], ['S01XA', 'S01X', 'S01', 'S'], ['V03AB', 'V03A', 'V03', 'V']]",C06809
DB06155,Rimonabant,['A08AX01'],"[['A08AX', 'A08A', 'A08', 'A']]",C14319
DB06174,Noscapine,['R05DA07'],"[['R05DA', 'R05D', 'R05', 'R']]",C09592
DB06230,Nalmefene,['N07BB05'],"[['N07BB', 'N07B', 'N07', 'N']]",C08027
DB06233,Ridaforolimus,['L01EG03'],"[['L01EG', 'L01E', 'L01', 'L']]",C15183
DB06243,Eflornithine,"['P01CX03', 'D11AX16']","[['P01CX', 'P01C', 'P01', 'P'], ['D11AX', 'D11A', 'D11', 'D']]",C07997
DB06287,Temsirolimus,['L01EG01'],"[['L01EG', 'L01E', 'L01', 'L']]",C15182
DB06410,Doxercalciferol,['H05BX03'],"[['H05BX', 'H05B', 'H05', 'H']]",C08211
DB06412,Oxymetholone,['A14AA05'],"[['A14AA', 'A14A', 'A14', 'A']]",C07393
DB06637,Dalfampridine,['N07XX07'],"[['N07XX', 'N07X', 'N07', 'N']]",C13728
DB06691,Mepyramine,"['D04AA02', 'R06AC01']","[['D04AA', 'D04A', 'D04', 'D'], ['R06AC', 'R06A', 'R06', 'R']]",C11798
DB06694,Xylometazoline,"['R01AB06', 'R01AA07', 'S01GA53', 'S01GA03']","[['R01AB', 'R01A', 'R01', 'R'], ['R01AA', 'R01A', 'R01', 'R'], ['S01GA', 'S01G', 'S01', 'S'], ['S01GA', 'S01G', 'S01', 'S']]",C07913
DB06709,Methacholine,['V04CX03'],"[['V04CX', 'V04C', 'V04', 'V']]",C07471
DB06710,Methyltestosterone,"['G03BA02', 'G03EA01', 'G03EK01']","[['G03BA', 'G03B', 'G03', 'G'], ['G03EA', 'G03E', 'G03', 'G'], ['G03EK', 'G03E', 'G03', 'G']]",C07198
DB06715,Potassium Iodide,"['S01XA04', 'V03AB21', 'R05CA02']","[['S01XA', 'S01X', 'S01', 'S'], ['V03AB', 'V03A', 'V03', 'V'], ['R05CA', 'R05C', 'R05', 'R']]",C08219
DB06718,Stanozolol,['A14AA02'],"[['A14AA', 'A14A', 'A14', 'A']]",C07311
DB06738,Ketobemidone,"['N02AB01', 'N02AG02']","[['N02AB', 'N02A', 'N02', 'N'], ['N02AG', 'N02A', 'N02', 'N']]",C11792
DB06755,Beta carotene,"['A11CA02', 'D02BB01']","[['A11CA', 'A11C', 'A11', 'A'], ['D02BB', 'D02B', 'D02', 'D']]",C02094
DB06756,Betaine,"['A16AA06', 'A09AB02']","[['A16AA', 'A16A', 'A16', 'A'], ['A09AB', 'A09A', 'A09', 'A']]",C00719
DB06764,Tetryzoline,"['S01GA02', 'S01GA52', 'R01AB03', 'R01AA06']","[['S01GA', 'S01G', 'S01', 'S'], ['S01GA', 'S01G', 'S01', 'S'], ['R01AB', 'R01A', 'R01', 'R'], ['R01AA', 'R01A', 'R01', 'R']]",C07912
DB06774,Capsaicin,"['M02AB01', 'N01BX04']","[['M02AB', 'M02A', 'M02', 'M'], ['N01BX', 'N01B', 'N01', 'N']]",C06866
DB06775,Carglumic acid,['A16AA05'],"[['A16AA', 'A16A', 'A16', 'A']]",C05829
DB06777,Chenodeoxycholic acid,['A05AA01'],"[['A05AA', 'A05A', 'A05', 'A']]",C02528
DB06781,Difluprednate,['D07AC19'],"[['D07AC', 'D07A', 'D07', 'D']]",C12695
DB06782,Dimercaprol,['V03AB09'],"[['V03AB', 'V03A', 'V03', 'V']]",C02924
DB06787,Hexocyclium,['A03AB10'],"[['A03AB', 'A03A', 'A03', 'A']]",C07811
DB06795,Mafenide,"['G01AE10', 'D06BA03']","[['G01AE', 'G01A', 'G01', 'G'], ['D06BA', 'D06B', 'D06', 'D']]",C07106
DB06810,Plicamycin,['L01DC02'],"[['L01DC', 'L01D', 'L01', 'L']]",C12389
DB07637,Dibromotyrosine,['H03BX02'],"[['H03BX', 'H03B', 'H03', 'H']]",C03224
DB08604,Triclosan,"['D08AE04', 'D09AA06']","[['D08AE', 'D08A', 'D08', 'D'], ['D09AA', 'D09A', 'D09', 'D']]",C12059
DB08818,Hyaluronic acid,"['S01KA51', 'S01KA01', 'D03AX05', 'M09AX01', 'R01AX09']","[['S01KA', 'S01K', 'S01', 'S'], ['S01KA', 'S01K', 'S01', 'S'], ['D03AX', 'D03A', 'D03', 'D'], ['M09AX', 'M09A', 'M09', 'M'], ['R01AX', 'R01A', 'R01', 'R']]",C00518
DB08860,Pitavastatin,['C10AA08'],"[['C10AA', 'C10A', 'C10', 'C']]",C13334
DB08995,Diosmin,"['C05CA03', 'C05CA53']","[['C05CA', 'C05C', 'C05', 'C'], ['C05CA', 'C05C', 'C05', 'C']]",C10039
DB08996,Dimetacrine,['N06AA18'],"[['N06AA', 'N06A', 'N06', 'N']]",C12959
DB09061,Cannabidiol,['N03AX24'],"[['N03AX', 'N03A', 'N03', 'N']]",C07578
DB09085,Tetracaine,"['C05AD02', 'N01BA03', 'D04AB06', 'N01BA53', 'S01HA03']","[['C05AD', 'C05A', 'C05', 'C'], ['N01BA', 'N01B', 'N01', 'N'], ['D04AB', 'D04A', 'D04', 'D'], ['N01BA', 'N01B', 'N01', 'N'], ['S01HA', 'S01H', 'S01', 'S']]",C07526
DB09093,Chlortetracycline,"['D06AA02', 'S01AA02', 'J01AA03', 'J01AA20', 'A01AB21']","[['D06AA', 'D06A', 'D06', 'D'], ['S01AA', 'S01A', 'S01', 'S'], ['J01AA', 'J01A', 'J01', 'J'], ['J01AA', 'J01A', 'J01', 'J'], ['A01AB', 'A01A', 'A01', 'A']]",C06571
DB09096,Benzoyl peroxide,"['D10AE01', 'D10AE51']","[['D10AE', 'D10A', 'D10', 'D'], ['D10AE', 'D10A', 'D10', 'D']]",C19346
DB09112,Nitrous acid,['V03AB08'],"[['V03AB', 'V03A', 'V03', 'V']]",C00088
DB09116,Calcium carbimide,['N07BB02'],"[['N07BB', 'N07B', 'N07', 'N']]",C19113
DB09121,Aurothioglucose,['M01CB04'],"[['M01CB', 'M01C', 'M01', 'M']]",C08193
DB09140,Oxygen,['V03AN01'],"[['V03AN', 'V03A', 'V03', 'V']]",C00007
DB09203,Synephrine,"['S01GA06', 'S01GA56', 'C01CA08']","[['S01GA', 'S01G', 'S01', 'S'], ['S01GA', 'S01G', 'S01', 'S'], ['C01CA', 'C01C', 'C01', 'C']]",C04548
DB09220,Nicorandil,['C01DX16'],"[['C01DX', 'C01D', 'C01', 'C']]",C13280
DB09241,Methylene blue,"['V03AB17', 'V04CG05']","[['V03AB', 'V03A', 'V03', 'V'], ['V04CG', 'V04C', 'V04', 'V']]",C00220
DB09242,Moxonidine,"['C02AC05', 'C02LC05']","[['C02AC', 'C02A', 'C02', 'C'], ['C02LC', 'C02L', 'C02', 'C']]",C07451
DB09256,Tegafur,"['L01BC03', 'L01BC53']","[['L01BC', 'L01B', 'L01', 'L'], ['L01BC', 'L01B', 'L01', 'L']]",C12673
DB09270,Ubidecarenone,['C01EB09'],"[['C01EB', 'C01E', 'C01', 'C']]",C11378
DB09301,Chondroitin sulfate,['M01AX25'],"[['M01AX', 'M01A', 'M01', 'M']]",C00607
DB09325,Sodium fluoride,"['A01AA51', 'A01AA01', 'A12CD01']","[['A01AA', 'A01A', 'A01', 'A'], ['A01AA', 'A01A', 'A01', 'A'], ['A12CD', 'A12C', 'A12', 'A']]",C08142
DB09338,Mersalyl,['C03BC01'],"[['C03BC', 'C03B', 'C03', 'C']]",C11336
DB09345,Pramocaine,"['D04AB07', 'C05AD07']","[['D04AB', 'D04A', 'D04', 'D'], ['C05AD', 'C05A', 'C05', 'C']]",C07892
DB09371,Norethynodrel,['G03FA09'],"[['G03FA', 'G03F', 'G03', 'G']]",C14249
DB09421,Protirelin,['V04CJ02'],"[['V04CJ', 'V04C', 'V04', 'V']]",C03958
DB09462,Glycerin,"['A06AX01', 'A06AG04']","[['A06AX', 'A06A', 'A06', 'A'], ['A06AG', 'A06A', 'A06', 'A']]",C00116
DB09472,Sodium sulfate,"['A06AD13', 'A12CA02']","[['A06AD', 'A06A', 'A06', 'A'], ['A12CA', 'A12C', 'A12', 'A']]",C13199
DB09481,Magnesium carbonate,"['A02AA01', 'V03AE04', 'A06AD01']","[['A02AA', 'A02A', 'A02', 'A'], ['V03AE', 'V03A', 'V03', 'V'], ['A06AD', 'A06A', 'A06', 'A']]",C12893
DB09526,Hydroquinone,['D11AX11'],"[['D11AX', 'D11A', 'D11', 'D']]",C00530
DB11071,Phenyl salicylate,['G04BX12'],"[['G04BX', 'G04B', 'G04', 'G']]",C14163
DB11085,Resorcinol,"['D10AX02', 'S01AX06']","[['D10AX', 'D10A', 'D10', 'D'], ['S01AX', 'S01A', 'S01', 'S']]",C01751
DB11156,Pyrantel,['P02CC01'],"[['P02CC', 'P02C', 'P02', 'P']]",C07409
DB11157,Anthralin,"['D05AC01', 'D05AC51']","[['D05AC', 'D05A', 'D05', 'D'], ['D05AC', 'D05A', 'D05', 'D']]",C06831
DB11181,Homatropine,['S01FA05'],"[['S01FA', 'S01F', 'S01', 'S']]",C07814
DB11348,Calcium Phosphate,"['A12AA01', 'A11GB01']","[['A12AA', 'A12A', 'A12', 'A'], ['A11GB', 'A11G', 'A11', 'A']]",C08136
DB11365,Sennosides,"['A06AB56', 'A06AB06']","[['A06AB', 'A06A', 'A06', 'A'], ['A06AB', 'A06A', 'A06', 'A']]",C10404
